the extracted feature,class
"[-1.7872223e+02  1.6173000e+02 -4.6165157e+01 -6.7734294e+00
 -1.0914802e+01 -1.1736544e+01 -2.6402973e+01 -5.8171077e+00
 -2.4373001e+01 -1.5564404e+01  5.5254898e+00 -2.3398912e+01
 -2.4390131e+01 -8.6987305e+00  4.1784167e+00 -1.3826514e+01
 -1.7797707e+01 -8.3623610e+00 -1.7574739e+01 -1.1635333e+01
 -4.0417695e+00 -6.4993272e+00 -3.6008403e+00  7.6956377e+00
  4.8223901e+00 -5.6920972e+00 -5.2526832e+00 -5.6442695e+00
 -5.6887183e+00  1.5372600e-01  3.9519048e+00  3.9838448e+00
 -9.6708429e-01 -2.3519709e+00  9.4785559e-01  8.2364887e-02
 -1.2641103e+00 -1.6515365e+00  4.0956945e+00  5.2507977e+00]",asavari
"[-174.98764     179.6733      -51.966175    -14.902518    -18.943968
   -9.094637    -21.55258      -6.181351    -25.081562    -14.383284
   14.169638    -21.951855    -22.179752    -10.009929     -0.45108825
  -10.806242    -17.44951      -5.936135    -16.785604    -12.168278
   -2.523576     -9.7265215    -8.831388      5.300928      0.5333984
   -9.088968     -7.374193     -6.89891      -4.977263     -2.1191416
    4.8637705     5.5613637     0.58445495    1.6713657     2.4477813
    2.1274836     0.5019042    -0.612029      4.699069      4.8853083 ]",asavari
"[-159.8019      162.0323      -59.775276     -7.555775    -36.730995
   -6.2598567   -20.758883     -9.519765    -28.090792    -22.612225
    7.9410686   -15.656653     -8.880078     -9.471576      0.45518604
   -8.374869    -16.61891      -2.1876247   -13.814154    -10.006635
   -7.369203    -20.03285     -14.255659     -4.9952245    -3.4778054
   -4.3294554    -8.214733      0.83705693   -2.1874354    -5.8119793
    2.2329376    -0.5351932     4.4057283     0.2799939    -1.5329212
    3.7885273     1.3536258     4.2283926     2.2655857     5.3331394 ]",asavari
"[-6.76284637e+01  1.63712692e+02 -1.02703499e+02  2.43541412e+01
 -5.51900864e+01  7.76429844e+00 -1.53089867e+01 -1.32395525e+01
 -1.83795795e+01 -1.75651608e+01  7.92076290e-02 -1.96974506e+01
  4.21202612e+00 -1.35513973e+01  1.50069341e-01 -1.30127153e+01
 -1.86592445e+01 -6.54394579e+00 -1.52307787e+01 -9.62028122e+00
 -1.38310499e+01 -7.70273209e+00 -1.95993958e+01 -5.29471922e+00
  1.95944858e+00 -1.05840425e+01 -8.47330189e+00 -4.74715376e+00
  6.92411125e-01 -6.32261848e+00 -1.05941522e+00 -5.12255764e+00
 -1.95193815e+00 -2.39047217e+00 -8.42091179e+00  1.73495114e+00
 -4.27120352e+00 -3.35943198e+00  9.14603770e-01  6.68769264e+00]",asavari
"[-180.89983     167.1039      -45.463802      0.25322652   -7.753834
  -17.892546    -26.32057     -11.1168585   -23.716642    -15.640424
    2.1425474   -20.25316      -7.93135      -7.779967     -0.8475828
    3.0057144   -16.417877     -6.128325     -8.701573    -13.02944
   -8.691108     -9.574996     -7.9973626    -3.7884467     4.7932544
   -3.4618268    -9.385041     -1.2864556    -4.115156     -3.239841
   -0.26307082   -0.5747785     1.1427455    -2.31301      -1.8916574
   -0.20369138   -2.0947316    -0.32197964    3.9198284     5.698052  ]",asavari
"[-167.30418     150.95743     -60.29229      -6.129686    -35.737717
   -7.8029923   -27.183764     -9.576032    -29.512703    -16.44741
    4.6828585   -22.72763      -4.1272693    -7.5675883    -0.5570898
   -6.2370944   -11.766083     -4.0742817   -16.820528    -10.05528
   -7.916103    -16.606829    -12.628715     -5.0028834    -0.52596754
   -3.156625     -6.5394125     0.2978341    -2.0425992    -2.4602175
    1.6159208     0.22686158    3.4923975    -0.8682879    -2.3102646
    0.7926697     0.7131352     1.933857      2.7838194     4.4452076 ]",asavari
"[-1.8209045e+02  1.7375301e+02 -4.8546177e+01 -2.0458740e+01
 -2.5692434e+01 -4.7003584e+00 -1.4548213e+01 -1.5227875e+01
 -2.1737751e+01 -8.0218439e+00  1.0465213e+01 -1.8280951e+01
 -2.1446627e+01 -1.1418059e+01  3.3682933e+00 -9.5119152e+00
 -2.2222837e+01 -5.4041672e+00 -1.4200407e+01 -1.4674467e+01
 -4.3475704e+00 -9.0945120e+00 -6.1807027e+00  4.5651517e+00
 -3.9583977e-02 -5.7498813e+00 -5.9231277e+00 -6.0216570e+00
 -3.2618995e+00 -1.0480485e+00  5.0059552e+00  5.0593405e+00
  1.2747990e+00  6.8181872e-01  2.1518102e+00  1.2525777e+00
 -2.6950200e+00  1.5144094e+00  4.3149810e+00  2.8463819e+00]",asavari
"[-161.70027     187.23535     -56.881092     -5.8257957    -4.09656
  -13.634384    -35.896656     -5.414854    -28.965878    -11.993246
   16.927338    -23.623545    -17.349644    -14.517718     -2.2241817
   -4.084392    -20.5458       -7.919238    -11.900685    -13.632842
   -5.6461124    -8.468426     -8.347961      0.85422367    2.2626925
   -8.855899     -9.532661     -4.5424657    -8.168287     -2.9579952
    1.282874      0.45790097    2.480741      1.6335002    -1.6905414
   -1.7313856     0.8477067     2.939014      4.7553835     2.4003932 ]",asavari
"[-175.06871     179.7016      -51.878323    -14.930961    -18.96239
   -9.077226    -21.551159     -6.173562    -25.091894    -14.376006
   14.239103    -21.960114    -22.181774     -9.989287     -0.47840303
  -10.772306    -17.506166     -5.970713    -16.758877    -12.146455
   -2.4948218    -9.756159     -8.81394       5.278031      0.52360916
   -9.121795     -7.3564067    -6.8488827    -5.1023135    -2.147508
    4.905534      5.572405      0.58224285    1.6171379     2.4483006
    2.1046214     0.49512655   -0.64204806    4.672263      4.920972  ]",asavari
"[-1.8206688e+02  1.7377930e+02 -4.8534744e+01 -2.0527431e+01
 -2.5584927e+01 -4.6436548e+00 -1.4613327e+01 -1.5235701e+01
 -2.1676725e+01 -8.0043516e+00  1.0485807e+01 -1.8283237e+01
 -2.1450766e+01 -1.1369166e+01  3.3251934e+00 -9.5790529e+00
 -2.2174120e+01 -5.3513427e+00 -1.4236872e+01 -1.4646883e+01
 -4.2882371e+00 -9.1428375e+00 -6.1642275e+00  4.5186963e+00
 -1.3335014e-02 -5.6889796e+00 -6.0287218e+00 -6.0328803e+00
 -3.1932008e+00 -1.0176928e+00  4.9864287e+00  5.0045190e+00
  1.3101779e+00  6.7733377e-01  2.0849812e+00  1.2672760e+00
 -2.6754498e+00  1.5349393e+00  4.2820034e+00  2.7657533e+00]",asavari
"[-177.2036      182.71404     -50.117832    -19.980917    -18.591675
   -6.899624    -22.489887     -4.6654944   -29.79649     -15.030358
   18.365911    -20.07697     -23.032742    -15.731976     -2.6315622
   -9.141683    -20.948378     -9.329995    -13.049902    -11.737974
   -5.6016884   -10.941862     -9.822768      2.9633248     2.4019809
   -6.3167763   -11.163639     -8.860651     -7.6576486    -3.5770984
    5.0315337     4.2442527     4.9396124     0.2694365    -1.9092015
   -0.31905484   -0.5250661     6.110386      4.506711      1.6945359 ]",asavari
"[-144.5821      154.76518     -60.344204    -17.65149     -40.93877
    6.158569    -19.34476      -2.6651354   -25.374002    -17.804083
    9.459929    -22.780718    -24.479158    -16.644135      6.6848125
  -16.299257    -18.033852     -5.652209    -23.730566    -11.770317
   -3.030281    -11.833883     -1.2249014    11.76317       3.615117
    0.3890683    -7.3950777    -8.771462     -2.5249765    -0.7089076
    3.4282284     2.5742302    -4.6164975    -5.5124598     0.8999951
   -0.83636844   -3.3229344    -2.7929647     2.4793327     3.5064278 ]",asavari
"[-1.78784515e+02  1.61850052e+02 -4.62644348e+01 -6.69375038e+00
 -1.08976555e+01 -1.17329426e+01 -2.64300117e+01 -5.81947422e+00
 -2.43026581e+01 -1.56366644e+01  5.49303675e+00 -2.33894024e+01
 -2.43823223e+01 -8.67144585e+00  4.22614241e+00 -1.37980738e+01
 -1.78487625e+01 -8.34651184e+00 -1.76032791e+01 -1.16178102e+01
 -4.09914541e+00 -6.49895763e+00 -3.55026007e+00  7.63057041e+00
  4.87130356e+00 -5.76553583e+00 -5.25512171e+00 -5.61615944e+00
 -5.76602507e+00  2.23232657e-01  3.93692541e+00  3.93394947e+00
 -9.05759871e-01 -2.34611726e+00  8.57451916e-01  9.05445889e-02
 -1.25450611e+00 -1.68001294e+00  4.08716297e+00  5.25263309e+00]",asavari
"[-1.74434280e+02  1.54879028e+02 -5.98273849e+01 -1.45298815e+01
 -2.62389927e+01 -5.48082542e+00 -1.89920769e+01 -6.90839958e+00
 -3.02458630e+01 -5.58433390e+00  1.41328354e+01 -2.38782234e+01
 -1.26137953e+01 -1.15524530e+01 -3.38344145e+00 -1.44635487e+01
 -1.85639782e+01 -6.46343279e+00 -1.67349205e+01 -1.27931299e+01
 -7.69732237e+00 -1.26072636e+01 -1.00172234e+01  9.76314187e-01
 -3.64237785e-01 -6.91147947e+00 -6.47806644e+00 -5.34617424e+00
 -6.68694305e+00  1.88987076e-01  4.76216984e+00  1.16858535e-01
  3.49649215e+00  1.04981744e+00 -2.13676882e+00 -6.28326356e-01
 -4.86352444e-01  3.52955270e+00  3.05137324e+00  4.40207481e+00]",asavari
"[-161.62637    156.79544    -70.528885   -13.164434   -35.602356
    4.1594834  -13.848558    -9.556584   -18.856052   -15.484443
   10.836645   -18.487131   -13.263572   -13.102457    -7.158802
  -15.647456   -20.25832     -3.5185626  -16.814554   -12.941175
   -5.9548087  -16.293802   -16.861433    -5.9257584   -3.8495955
   -9.074711    -7.6043296   -1.9906476   -2.6356122   -0.9152018
    5.181028     6.2699833    8.917524     1.6273042   -1.7121931
    1.0673417   -1.0360128    4.6167846    5.3116927    4.045991 ]",asavari
"[-144.5754      154.67952     -60.343185    -17.661564    -40.975014
    6.1332617   -19.276728     -2.7109802   -25.461805    -17.839287
    9.42208     -22.816578    -24.466566    -16.678822      6.631366
  -16.241056    -18.080938     -5.796885    -23.652075    -11.782014
   -3.118497    -11.769171     -1.2789531    11.717004      3.6076636
    0.34443188   -7.400767     -8.772529     -2.56751      -0.7722742
    3.4982002     2.6336622    -4.6782603    -5.5347767     0.9493965
   -0.85120237   -3.340252     -2.7410877     2.452771      3.5020535 ]",asavari
"[-160.50685     153.56558     -60.22881      -6.496338    -25.132547
   -5.04755     -27.143435     -3.8744895   -27.472876    -13.350253
    6.326224    -24.736427    -19.581846    -16.327837      3.581192
  -10.850146    -19.229181     -8.484045    -15.286731    -11.97736
   -8.262153    -10.187821     -1.3749821    13.264247      6.2572417
   -2.3645356    -6.3586264    -7.423852     -2.637016      0.69806373
    3.2995822     0.79327065   -4.701531     -4.3959274     1.056866
   -0.66088635   -2.6530445    -2.9941125    -0.490474      3.7824295 ]",asavari
"[-161.61821     187.19847     -56.82747      -5.808438     -4.103081
  -13.63556     -35.84257      -5.4568057   -28.9486      -12.035485
   16.987967    -23.57247     -17.429958    -14.443204     -2.1775696
   -4.1171145   -20.50955      -7.9111443   -11.891377    -13.58903
   -5.596565     -8.492337     -8.383893      0.89335024    2.2830389
   -8.806151     -9.564818     -4.582287     -8.169757     -2.9079783
    1.2842346     0.43690732    2.5233424     1.583543     -1.6876055
   -1.7524558     0.8693821     2.982533      4.7012386     2.3965886 ]",asavari
"[-160.49915     153.52922     -60.285282     -6.581618    -25.0354
   -5.047381    -27.253199     -3.936878    -27.344524    -13.457797
    6.2702293   -24.725101    -19.57799     -16.2875        3.5275695
  -10.871047    -19.247265     -8.416177    -15.326573    -12.0110655
   -8.196176    -10.157475     -1.392912     13.205259      6.2874713
   -2.3317308    -6.380103     -7.4783707    -2.6277847     0.7125791
    3.2615879     0.77740633   -4.7304606    -4.349936      1.0803429
   -0.76667285   -2.6288042    -2.8689005    -0.49352512    3.799342  ]",asavari
"[-1.63050034e+02  1.70581223e+02 -4.99908295e+01 -1.84704037e+01
 -2.70470200e+01 -5.76887417e+00 -1.27989502e+01 -8.17706490e+00
 -2.56188774e+01 -1.30496321e+01  1.39358187e+01 -1.97203617e+01
 -2.22237892e+01 -1.35889168e+01  5.74684560e-01 -8.98621273e+00
 -2.14734478e+01 -5.23544788e+00 -1.43167095e+01 -1.31884489e+01
 -3.80265617e+00 -1.11888561e+01 -7.45512581e+00  3.16497922e+00
  1.01003790e+00 -7.03026342e+00 -9.93318748e+00 -4.25230074e+00
 -2.93803167e+00 -2.76866865e+00  1.63014948e+00  6.29314959e-01
  5.53057909e-01 -9.05633211e-01  1.59297541e-01  1.32845104e-01
 -7.46859193e-01  3.33411956e+00  2.04939628e+00  2.15797043e+00]",asavari
"[-1.74425461e+02  1.54901321e+02 -5.98506546e+01 -1.45104685e+01
 -2.62203178e+01 -5.44857788e+00 -1.90059299e+01 -6.88680363e+00
 -3.02348232e+01 -5.53661489e+00  1.41653662e+01 -2.38827496e+01
 -1.25707912e+01 -1.15651464e+01 -3.44959044e+00 -1.44338427e+01
 -1.85276051e+01 -6.46052456e+00 -1.68162003e+01 -1.27850914e+01
 -7.63805437e+00 -1.26717672e+01 -1.00368557e+01  9.89929318e-01
 -3.30195725e-01 -6.95641041e+00 -6.48559761e+00 -5.28925419e+00
 -6.74685717e+00  2.31271982e-01  4.75364161e+00  7.43254572e-02
  3.55763769e+00  9.86566126e-01 -2.15658569e+00 -5.97661495e-01
 -5.25383949e-01  3.51255703e+00  3.05832100e+00  4.35223484e+00]",asavari
"[-177.19684     182.70215     -50.101715    -19.996443    -18.549423
   -6.918421    -22.561966     -4.6557746   -29.786945    -15.00417
   18.366293    -20.056473    -23.03459     -15.728534     -2.6243594
   -9.15524     -20.940687     -9.298404    -13.023023    -11.817014
   -5.5935965   -10.907624     -9.862089      2.958805      2.4016187
   -6.2810097   -11.172235     -8.8758545    -7.627606     -3.5993752
    5.019196      4.259811      4.9006047     0.28949958   -1.896755
   -0.38396654   -0.4874367     6.0742693     4.472294      1.7222643 ]",asavari
"[-1.63019257e+02  1.70579010e+02 -4.99187164e+01 -1.84710712e+01
 -2.71060104e+01 -5.74400616e+00 -1.27639570e+01 -8.17951965e+00
 -2.56551762e+01 -1.30143118e+01  1.39605589e+01 -1.96914272e+01
 -2.22523746e+01 -1.35508242e+01  6.44355536e-01 -9.03177643e+00
 -2.13943710e+01 -5.20457602e+00 -1.42931385e+01 -1.31445599e+01
 -3.80760312e+00 -1.11577997e+01 -7.45620251e+00  3.19061351e+00
  9.98648286e-01 -6.98725986e+00 -9.88784981e+00 -4.26894951e+00
 -2.89825511e+00 -2.77631450e+00  1.63981509e+00  6.26141429e-01
  5.16183674e-01 -8.78662884e-01  1.65647566e-01  1.39497444e-01
 -7.49495208e-01  3.35128021e+00  2.07156038e+00  2.12266088e+00]",asavari
"[-161.7152     156.89832    -70.61483    -13.21752    -35.664997
    4.1604323  -13.918112    -9.575099   -18.852345   -15.597734
   10.852774   -18.4591     -13.295824   -13.177534    -7.135776
  -15.64015    -20.388998    -3.491639   -16.784624   -13.004359
   -5.955887   -16.326935   -16.933971    -5.8640924   -3.889556
   -9.125147    -7.5263615   -2.095666    -2.6878583   -0.9203456
    5.155977     6.2372737    8.92116      1.6648341   -1.7701157
    1.050168    -1.0545874    4.5686674    5.2419834    4.0494556]",asavari
"[-6.7641228e+01  1.6371271e+02 -1.0271134e+02  2.4366058e+01
 -5.5195969e+01  7.7983255e+00 -1.5273116e+01 -1.3256986e+01
 -1.8306669e+01 -1.7603291e+01  1.4628570e-01 -1.9702250e+01
  4.2200561e+00 -1.3523325e+01  1.5943886e-01 -1.2962793e+01
 -1.8708681e+01 -6.5228014e+00 -1.5237948e+01 -9.6166220e+00
 -1.3867146e+01 -7.6968927e+00 -1.9593393e+01 -5.3069329e+00
  1.9898835e+00 -1.0587075e+01 -8.4436569e+00 -4.7478304e+00
  7.2377247e-01 -6.3264699e+00 -1.0197966e+00 -5.1280894e+00
 -1.9594787e+00 -2.3676841e+00 -8.4591408e+00  1.7450135e+00
 -4.3089023e+00 -3.3520658e+00  8.8432783e-01  6.6979399e+00]",asavari
"[-160.76923     174.70276     -47.33782      -6.1881666   -26.156633
  -13.309751    -18.25702     -14.200874    -25.887453    -16.177265
    6.3606024   -22.45241      -9.9901       -3.0104432    -4.2696695
   -5.289485    -15.883354     -4.574942    -13.148948     -9.813741
   -7.6185765   -16.018097     -6.053889     -3.0325325     4.005759
   -2.2792616   -10.409252      1.6982465    -6.5335712    -7.719108
    3.4502556     2.7422051     4.07734      -2.5207553    -3.0325074
    0.37428573   -1.6807791     3.4966736     4.073668      5.9190903 ]",asavari
"[-95.393364   171.1826     -74.21034     -2.4470878  -49.618156
  -2.91844    -26.956211   -22.802639   -27.651468   -20.552816
  -1.5518519  -20.381193    -6.552655   -16.055656     3.7136145
  -6.0195847  -19.608774    -8.685971   -19.39376    -14.129191
  -9.316145   -12.108242   -15.649227    -2.0412827    3.7401965
  -7.198022    -7.5875373   -3.74339     -1.4975698    1.5037128
   2.2327254    0.9734422    3.7846231   -1.0361446   -0.55011064
   2.4279633   -5.984881    -0.94944674   4.4111605    4.5404267 ]",asavari
"[-9.5520699e+01  1.7181822e+02 -7.6669182e+01  1.6287035e+01
 -4.1571438e+01 -5.3826466e+00 -3.2530796e+01 -2.3760378e+01
 -2.9164036e+01 -2.3149340e+01 -3.4176755e+00 -2.0392361e+01
 -1.9466128e+00 -1.4145182e+01  2.1506274e+00 -5.4971457e+00
 -2.0884981e+01 -8.0245848e+00 -1.4229183e+01 -1.5636884e+01
 -1.3484367e+01 -1.1372221e+01 -1.4757885e+01 -4.0245008e+00
  2.7690430e+00 -7.6538153e+00 -7.6982007e+00 -4.2470555e+00
 -2.6887779e+00 -6.9288057e-01 -7.5047046e-01 -5.6362886e-02
  2.2827334e+00 -5.8382279e-01 -1.1530540e+00  2.0991750e+00
 -6.4139900e+00 -2.8785684e+00  6.4158072e+00  6.8397784e+00]",asavari
"[-1.6056445e+02  1.8047847e+02 -5.2476902e+01 -1.3097142e+01
 -3.8214886e+01 -4.5696540e+00 -1.6762753e+01 -1.5784446e+01
 -2.3603199e+01 -1.1602038e+01  9.8667879e+00 -1.9433384e+01
 -1.4440654e+01 -7.1871152e+00  8.3262658e-01 -8.2940130e+00
 -1.7925785e+01 -2.5270650e+00 -1.5490765e+01 -8.9619122e+00
 -4.2187829e+00 -1.6359276e+01 -4.6021481e+00 -2.2611568e+00
  9.4802529e-01  3.5978025e-01 -8.4114847e+00  2.9521110e+00
 -2.6453934e+00 -6.0698452e+00  1.2630006e+00  1.6297941e+00
 -1.3280676e-01 -5.8321662e+00 -1.2374115e+00  9.6530217e-01
 -1.2007529e+00  1.3028949e+00  3.4748931e+00  3.2238119e+00]",asavari
"[-3.23646759e+02  7.73020172e+01 -4.52852011e+00  2.84847984e+01
 -4.86469078e+00  6.47858000e+00  2.26923060e+00 -3.60371888e-01
 -1.07161140e+00  1.05729685e+01 -4.16096640e+00 -7.92404890e+00
 -5.75193548e+00  4.57386732e+00 -7.41707182e+00 -2.08764744e+00
 -3.62578464e+00 -2.27994609e+00 -1.04001522e+00  7.18536091e+00
 -2.51240587e+00  1.50243092e+00  2.00059295e-01 -8.43445182e-01
 -2.34278142e-01  8.79304504e+00 -1.31472731e+00  8.29657555e+00
  4.35374975e+00  1.35384250e+00  6.41762543e+00  4.37012959e+00
  6.78050661e+00  7.84834337e+00  2.32944465e+00  5.67291975e+00
 -1.11098003e+00  4.72260666e+00 -5.42464733e-01  1.32211363e+00]",asavari
"[-3.2647498e+02  6.6582283e+01 -2.5261834e+00  3.5325974e+01
 -7.0025945e+00  7.1236200e+00  2.2001751e-01 -8.7495011e-01
  4.5171733e+00  9.4498081e+00 -6.7871060e+00 -6.6475224e+00
 -6.7004719e+00  2.8588884e+00 -8.3315430e+00 -3.4482455e+00
 -4.6785994e+00  1.3589586e+00 -1.0410893e+00  8.7080307e+00
 -2.3495615e+00  3.9190102e+00  8.4589332e-01  1.6813911e+00
  4.8141751e+00  1.2284196e+01  2.8393214e+00  1.1970161e+01
  6.2434931e+00  5.4059610e+00  1.1789244e+01  3.0065575e+00
  2.3658387e-01  1.6231345e+00 -2.9450974e+00  5.0802379e+00
 -9.5156997e-01  1.9516965e+00 -1.1763041e+00  6.4731187e-01]",asavari
"[-5.0116626e+02  7.6161179e+01 -3.7799299e+00  2.6620020e+01
 -5.5592146e+00  1.0106638e+01 -2.2406151e+00  1.2830263e+00
  5.2548294e+00  7.6682124e+00 -2.3668184e+00 -7.2527938e+00
 -3.9764142e+00  8.6519737e+00 -1.0239843e+01  7.0592065e+00
  7.0916281e+00  1.3154362e+01  1.4682205e+01  1.3355551e+01
  7.8856869e+00  9.4111261e+00  2.3493001e+00  3.2243187e+00
 -1.3390999e+00  2.2613227e+00 -3.1548810e+00 -1.4162508e+00
 -1.6980592e+00 -3.2943985e+00  2.9377515e+00  5.3878260e+00
  1.6350600e+00  4.7948265e+00 -4.3676913e-01  5.5360250e+00
 -1.4560454e+00  5.3133249e+00  2.1435511e+00  6.0348902e+00]",asavari
"[-1.0398158e+02  1.7560939e+02 -7.5213623e+01  2.2749317e+01
 -2.7478277e+01 -9.8983374e+00 -3.7451832e+01 -2.9016844e+01
 -2.6112669e+01 -1.6709883e+01 -5.9516873e+00 -2.7154547e+01
 -1.3945440e+00 -1.4388733e+01 -3.3360401e-01 -5.2115078e+00
 -1.5009372e+01 -1.7450920e+00 -1.5698005e+01 -1.6932352e+01
 -1.6707064e+01 -5.8772316e+00 -1.0297598e+01 -2.4000497e+00
  3.0143239e+00 -1.2440847e+01 -8.4732361e+00 -8.5704079e+00
 -4.6977668e+00 -1.7471611e-01  1.0024616e+00 -1.9726346e-01
  7.5773120e-01  7.9855484e-01 -8.3591980e-01  2.2840533e-01
 -4.5600200e+00  8.1831890e-01  4.0766621e+00  4.0359402e+00]",asavari
"[-9.87668610e+01  1.68240829e+02 -7.00514755e+01  1.38376150e+01
 -3.26083603e+01 -3.12960744e+00 -3.25486183e+01 -3.07167130e+01
 -3.06262856e+01 -1.72449245e+01 -5.44124460e+00 -2.66729717e+01
 -9.78472829e-02 -1.33837099e+01 -5.63871384e+00 -8.71491814e+00
 -1.01039095e+01 -2.63740563e+00 -1.63916473e+01 -1.33114004e+01
 -1.65851917e+01 -9.52061462e+00 -1.29047928e+01 -5.27621078e+00
 -6.41839325e-01 -9.97753429e+00 -4.25156593e+00 -3.75171590e+00
 -2.49871206e+00  7.01316416e-01  2.27453303e+00 -1.89022398e+00
  1.28621781e+00  4.18508321e-01 -3.28209817e-01  3.11943114e-01
 -3.53001261e+00  3.46845794e+00 -8.06513131e-01  9.29423332e-01]",asavari
"[-504.54083     73.76431     -0.6758283   34.142864    -2.28444
    9.282993    -2.3443336    3.0936303    4.9531684    8.81654
   -2.3465478   -7.4731956   -1.8680788    5.9748397   -9.4276495
    3.237529    -1.802826     5.676306     6.36517     10.261715
    2.4838345    2.212775    -2.3469694    3.5032852    5.4797435
   12.498962     5.003406     6.7923574    6.9725256    5.6935654
    8.429915     1.9781531   -3.0738974    2.51111     -1.079077
    5.772415    -2.0377052    5.5084543    1.0300933    1.2963216]",asavari
"[-2.83195770e+02  6.68637695e+01 -1.58100872e+01  2.50002098e+01
 -1.75480423e+01  8.87055874e+00  1.96559143e+00 -4.81770897e+00
 -1.13657966e-01  6.27817869e+00 -5.84728575e+00 -4.60999298e+00
 -1.22968998e+01  6.88426638e+00 -1.03608379e+01  4.12281847e+00
 -6.39267504e-01  1.03474617e+01  1.54018803e+01  1.56810036e+01
  9.06324005e+00  2.90481400e+00  1.72299504e+00 -1.90243697e+00
 -3.86970830e+00  1.45253277e+00 -9.13634396e+00 -2.68953919e+00
 -4.62742996e+00 -1.32179666e+00  4.83638954e+00  8.48109055e+00
  2.26471019e+00  4.41726637e+00  3.38328433e+00  4.11858177e+00
  2.97667265e+00  6.05876827e+00  4.09900999e+00  4.86159754e+00]",asavari
